Neurokit Simulated ECG, CEBS SCG
1.0915516202307103,-2.1241177782882086
1.087021376876413,0.2386701031289359
1.076609511650376,-0.4158078015964115
1.0602533110136783,0.0083870735302618
1.038025800696366,-0.2195117793337031
1.0103507643250316,0.0472062057577666
0.9776555727957601,-0.0715522457199438
0.9403685258957547,0.1425527153431648
0.8989188523033399,0.0898538987820881
0.8537367095879606,0.207729679677336
0.8052531842101796,0.0699281643875782
0.7539028924358407,0.0883470039890466
0.7001320681062962,-0.040596985583269
0.6443906193234566,0.0484405196673628
0.5871293830823084,-0.0019432834846505
0.5288001252689566,0.0804980584801692
0.4698555406606266,0.1057458918481015
0.41074925292566383,0.2062294909730958
0.3519358146235341,0.0904353940181587
0.2938707072048225,0.0695713685429477
0.2370103410112343,-0.0213320979062799
0.18180927149549508,0.052706794738306
0.1286678286659143,-0.0051097705060447
0.07777152891402381,-0.0503963716873868
0.029251652553766355,-0.112720137768795
-0.016774759849708287,-0.0720185817314406
-0.06020629687737482,-0.1095810859905674
-0.100957176256332,-0.0744070395857501
-0.13895724485980315,-0.0999026797350045
-0.1741519787071354,-0.0207369415760267
-0.2065024829638005,-0.0846615603076128
-0.23598231756419377,-0.1671486970577247
-0.2625669011900717,-0.2269847423455882
-0.2862435485647142,-0.1675971489360069
-0.30701520348948824,-0.1447026042975438
-0.32490043891188436,-0.1281361242682178
-0.33993345692551774,-0.265468641770423
-0.3521640887701275,-0.3436928819528979
-0.3616577948315774,-0.3791500082232347
-0.36849566464185546,-0.3138856395327746
-0.3727744168790729,-0.2672496361654139
-0.37461312609606573,-0.2304945752148395
-0.37417647725918934,-0.2791617080401289
-0.37165313422155716,-0.2655755788752421
-0.36724739033383197,-0.2838646522565214
-0.36117916809280143,-0.2648606207531031
-0.3536840191413765,-0.2877241629313504
-0.34501312426859315,-0.3313036586068151
-0.33543304476075514,-0.4121838779246877
-0.3251447648744514,-0.4547603424395616
-0.3143037824657287,-0.5346676012205972
-0.30308407145127186,-0.593674917154023
-0.29161258020617914,-0.6384519288091917
-0.2799965312083937,-0.5298746917069316
-0.2683343600349923,-0.4418246463451514
-0.25671571623855616,-0.3947882710586364
-0.24522146334716988,-0.4609549431653668
-0.23392367886442225,-0.5736311422399124
-0.22288565426940574,-0.6791284328936765
-0.21216189501671678,-0.646041692855562
-0.2017981205364557,-0.6039194413292324
-0.19183355090398374,-0.5737019678486379
-0.1823093800780421,-0.5526231528448288
-0.17326117797048265,-0.4829151786580674
-0.16471572889532832,-0.4549069338098912
-0.15669103114210622,-0.3819493574171509
-0.14919629697584702,-0.3721717277506408
-0.1422319526370852,-0.3757494697143519
-0.13578963834185928,-0.4154497492259898
-0.12985220828171182,-0.3499105701586973
-0.12439373062368896,-0.2200858074063779
-0.11938375532464246,-0.0708758043417257
-0.11480368196381045,-0.0190731521349031
-0.1106323526711461,-0.0473935307116108
-0.10683982485347314,-0.1038205526418787
-0.10338736989311909,-0.0610869243600673
-0.10022747314791532,0.0469143093141115
-0.09730383395119724,0.1788252602386625
-0.09455136561180376,0.2805466091565691
-0.09194050939699525,0.3981785530464705
-0.089549459598519,0.4878962651669948
-0.08738497717599863,0.5272835897372631
-0.0854324145268561,0.5317397266419744
-0.08367247176972333,0.611494045412783
-0.08208649975922903,0.6401561867654947
-0.08065650169965968,0.7182907265130726
-0.0793651331449593,0.7770491974993328
-0.07819570199872976,0.8713336299230445
-0.07713216851422995,0.9274806147482344
-0.07615914529437699,1.0458704887087562
-0.07526189729174515,1.1659218615865878
-0.07442592182904,1.2691497584722184
-0.07363522406938615,1.3556334412530229
-0.07287377881307087,1.4769919933598583
-0.07212621292153254,1.5774871933130814
-0.07137780560586726,1.626707536243846
-0.0706144884268287,1.5820743628426932
-0.06982284529482832,1.5315987670784028
-0.06899011246993482,1.4583843326216703
-0.06810417856187481,1.4146282656132274
-0.06715358453003233,1.3957876546946324
-0.06612823386509559,1.4205596158970415
-0.06502241572356876,1.4360268522363484
-0.0638323153783495,1.4883859953546004
-0.06255477749009625,1.5281849973444752
-0.06118729906912482,1.561813272719081
-0.0597280294754085,1.5284389411538144
-0.05817577041857843,1.4776152398061504
-0.05652997595792326,1.3506975320323829
-0.05479075250238914,1.2434448496200945
-0.05295885881058011,1.1166825454660878
-0.05103878598215518,1.1018897806059822
-0.04905229072751159,1.0864924040376336
-0.04702634981070494,1.0955807029034872
-0.04497512142977187,1.1150302812848365
-0.04291767103640438,1.1838736441998363
-0.04087635849387862,1.2599466124643404
-0.038873586131320845,1.3651952378268388
-0.03693179874370729,1.4856645546237517
-0.035073483591864144,1.5839413720275322
-0.0333211704024677,1.614935516831533
-0.031690589117985446,1.6772943722219449
-0.03015957542389551,1.7090956499059755
-0.02869293395119063,1.7102258192406508
-0.027255499611389497,1.7080376498386305
-0.025812149781860645,1.7093025913615385
-0.024327804305822546,1.71838224703486
-0.02276742549234391,1.767351956779052
-0.02109601811634322,1.7924609677676508
-0.019278629418589023,1.778166290390685
-0.017280349105700032,1.686945944616257
-0.01507319418851508,1.5849119706404415
-0.012668466015107592,1.433430875786101
-0.010091391107831641,1.256530237858389
-0.007367254525990404,1.0184356824463054
-0.004521383794737219,0.7281234033015159
-0.0015791489050751535,0.4627577594165079
0.0014340376861425516,0.3074840410533647
0.0044927210562127695,0.1737318844102485
0.007571403816582034,0.0073036855693077
0.01064454611284732,-0.2417803364970704
0.013690697796497845,-0.4517450457798326
0.01671258058136891,-0.7355484601291783
0.01972166689023834,-1.0089991216837757
0.02272939910362891,-1.2252566713523458
0.02574717713621289,-1.3720318726750589
0.0287863584368131,-1.584779877323196
0.03185825798840187,-1.7958040258022656
0.034974148308101666,-1.9804045982631375
0.03814525944718508,-2.0961458400058604
0.041382778991074606,-2.213597746578289
0.04469691161912365,-2.2925881377785973
0.04809215311125656,-2.3532301382782874
0.05157084480904933,-2.406055199945904
0.05513528200073276,-2.5197215822850705
0.05878771750868788,-2.6150025439865785
0.0625303616894458,-2.664067063385886
0.06636538243368728,-2.636854068516408
0.07029490516624354,-2.6529546035640728
0.07432101284609542,-2.731699131274917
0.078445745966374,-2.801825209055131
0.08266954281915388,-2.7593929359402405
0.0869831350740278,-2.6958225058449767
0.09137351532546127,-2.6279731578222343
0.09582762625063294,-2.554218821248357
0.10033807288184181,-2.419387552455998
0.10490411979868747,-2.305558812796206
0.10951054375885236,-2.232422032721913
0.11414150776403542,-2.227375594912145
0.11878120269718713,-2.147425932926408
0.12341384732251023,-2.0187389517391945
0.1280262475201611,-1.879460638450286
0.13262154544332888,-1.7562014966501929
0.1372093124177067,-1.620896183722378
0.14179916278840732,-1.5011217264412244
0.14640073878179544,-1.312834532218029
0.15102371050548788,-1.1330645353341742
0.15567777594835322,-0.9768227415001074
0.1603726609805122,-0.8811559301545309
0.1651181193533368,-0.7976818945626037
0.1699239326994515,-0.7259943359250292
0.17479716520979946,-0.6145369717793969
0.17972691447104394,-0.5192710691272394
0.18469505878143783,-0.3933441361073386
0.1896834844154891,-0.2224936876497377
0.19467410552895767,-0.1172490865402126
0.19964886415885505,-0.0446345730189261
0.20458973022344518,0.001577174566383
0.20947870152224377,0.0882977863171047
0.21429780373601814,0.2023710604700302
0.21902909042678761,0.3326687635047365
0.22365848541293515,0.4709584076912545
0.2281978494397445,0.5113371363115256
0.23266977667784175,0.61273496258396
0.23709692302430424,0.7569279398730361
0.24150197225746134,0.8476816334090924
0.24590763603689444,0.8547135909139811
0.25033665390343696,0.9204780284275093
0.25481179327917375,1.0363360707936
0.2593558494674419,1.1901766333444357
0.26399164565283023,1.2669004657308094
0.26873637577865994,1.3194065428710149
0.273568013691522,1.373933649302586
0.27844793048085625,1.4576876571841504
0.28333748805246795,1.5161433066736514
0.2881980845158915,1.566792901651679
0.2929911582412756,1.5999647342105003
0.29767817919622824,1.6203680634353448
0.30222064523032366,1.6153073162451328
0.30658008207438814,1.618386176058897
0.3107180433405,1.6253908867130886
0.31460227909795785,1.656067439977765
0.31824460704581364,1.6242504604004733
0.32167602093804254,1.6352376328929994
0.3249276207736324,1.6998357754064195
0.32803053443282343,1.7626528545669444
0.3310159176771073,1.7662005088944477
0.33391495414922806,1.6993619993757418
0.3367588553731814,1.5762203100053314
0.33957886075421495,1.535129884759899
0.34240623757882827,1.510594710475111
0.34526829388334546,1.4964752216069634
0.3481630680769453,1.4782590868377248
0.35107556140320123,1.4096035251886707
0.35399074276446785,1.3848168057417716
0.35689360894435085,1.4562275289963496
0.3597691846077081,1.5104758021939866
0.3626025223006494,1.5495160553022018
0.3653787024505366,1.5403301154967768
0.36808283336598296,1.4892781630051684
0.3707000512368541,1.4234102296683209
0.3732152153235205,1.4309471420464384
0.3756109071537122,1.4707827482726537
0.3778686816956883,1.5378019260555256
0.37997011635686934,1.5859022577676285
0.38189681642592804,1.6113768099030166
0.38363041507278867,1.657531271244064
0.38515257334862735,1.687359752481173
0.3864449801858726,1.7124985530430192
0.3874893523982041,1.760485257067864
0.38826743468055375,1.8056119304654168
0.3887648495100631,1.8330454417328683
0.3889972300319484,1.851770047328312
0.38899429843252714,1.9168691466814505
0.38878588560061234,1.9806851568119528
0.38840185030626795,2.014152510716031
0.38787207920081057,2.005220519944897
0.3872264868168086,1.9352151084234157
0.38649501556808186,1.862002534892762
0.38570763574970246,1.8863101610841213
0.3848943455379947,1.9171030814717955
0.384081468339458,1.905269425741861
0.3832656602973403,1.7687720339920276
0.3824279385632464,1.6641902420559695
0.3815380632845017,1.6282360362396595
0.3805795001076232,1.599918406194776
0.37953975216758,1.5815799897682918
0.3784062899925551,1.60373981137524
0.3771665515039453,1.54792771052606
0.37580794201636125,1.403068785384532
0.3743178342376277,1.2217196641613253
0.37268518650216936,1.069213864805701
0.37091229210322446,0.960688175821628
0.3690080020484212,0.8691416211391596
0.36698118105176253,0.731006768442551
0.36484066122046516,0.5732316341250572
0.36259524205495997,0.4399562102045345
0.3602536904488915,0.3082999447087032
0.35782474068911807,0.1932713780266965
0.3553170944557126,0.1448245333543913
0.35273942082196086,0.0572334352861151
0.3500972757613123,-0.0998713158921837
0.34736996687556626,-0.3073140137751332
0.34452351933494185,-0.5071577446231389
0.34152382340333554,-0.7057607877564874
0.33833673673785786,-0.8399866707628103
0.3349280843888328,-0.929370893809479
0.3312636587997985,-1.017653651189486
0.327309219807507,-1.1191936791778383
0.3230304946419242,-1.22487720294321
0.31839317792622984,-1.3580842591856803
0.3133708090654449,-1.4744893473902536
0.30800597492720266,-1.584600457915043
0.3023770192653388,-1.6262118224440252
0.29656255565496603,-1.6901812425533511
0.29064116506441146,-1.7885021933341758
0.2846913958552155,-1.8544868388539115
0.2787917637821332,-1.9095577274873323
0.2730207519931328,-1.998277528980276
0.2674568110293971,-2.0330453163100866
0.26217835882532187,-2.001297282950113
0.25725475027324596,-1.9794764385571737
0.25267368532706447,-2.0016875774982177
0.24837948724927894,-2.0492180372323463
0.24431604724680608,-2.132117386697579
0.24042722391977578,-2.177361343347674
0.23665684326153213,-2.218788429191765
0.23294869865863319,-2.224143153469035
0.22924655089085058,-2.1756478596110247
0.22549412813116992,-2.091224587491514
0.2216351259457913,-1.9770175268143595
0.21761904225206702,-1.9022181093113968
0.21344971421981196,-1.860120415794404
0.20916053859852923,-1.890843539268679
0.20478516272795605,-1.928103328641952
0.20035714834282362,-1.90846452256024
0.19591001132152203,-1.845073561088098
0.1914772349356552,-1.823671061521833
0.18709226985004074,-1.7788893686857876
0.18278853412271073,-1.6590596682799097
0.17859941320491052,-1.5460616248508805
0.17455287732840827,-1.4629116023565718
0.17062514193051823,-1.4400672316387946
0.16676354109827315,-1.4197893352097504
0.1629150631216569,-1.3409661456430353
0.15902666368386664,-1.2363578341139805
0.155045265861314,-1.1473814233655526
0.15091776012362423,-1.1224413266368247
0.14659100433363623,-1.092351326050659
0.14201182374740337,-1.0656313038614815
0.13712701101419264,-1.034846622328818
0.13189142642491314,-1.0034947145562856
0.12634018472096292,-1.0106002190451802
0.12055425707898602,-0.9730301239931998
0.11461512042166926,-0.8564397545517551
0.10860421906491359,-0.7092948477777004
0.10260296471783416,-0.6217083180642886
0.09669273648275903,-0.627095389125801
0.09095488085523122,-0.7253756489843254
0.0854707117240068,-0.8159042445782868
0.08032151037105643,-0.8614691616760292
0.07558068396203374,-0.8397088122691726
0.07124141495023696,-0.7960128715727018
0.06724988800095143,-0.7051482481629483
0.06355166134875868,-0.6309211947311555
0.06009226062145384,-0.6048531086994776
0.056817178840045925,-0.6380807032462665
0.05367187641875823,-0.6160396544029052
0.05060178116502741,-0.6130368969106015
0.04755228827950457,-0.6815708660326749
0.04446876035605426,-0.7918277883443138
0.04130072318515174,-0.8234519727876484
0.03804195513140382,-0.7833905632165985
0.03471277568049694,-0.6723752105349146
0.03133383293791689,-0.5925627028416812
0.027925742402363084,-0.5701051241997981
0.024509086965749206,-0.5665785770665127
0.021104416913202164,-0.6311666913857252
0.017732249923064068,-0.6706002151906242
0.014413071066889264,-0.6728062808504142
0.011167332809447095,-0.6342166854546227
0.008014277128011511,-0.5354976748317648
0.004960278623926879,-0.4814738091463647
0.0020037888412080002,-0.4401208264967073
-0.0008569343699704147,-0.429591936359856
-0.0036246974734637275,-0.4154617474742861
-0.006303060271990105,-0.3622777039563406
-0.008895549390688463,-0.272072324553378
-0.011405683287269767,-0.1837844306819603
-0.01383697225201685,-0.1477954002803892
-0.01619291840778461,-0.1806973989938887
-0.018476924077179126,-0.1718126108826255
-0.020691352271977416,-0.1271013391025058
-0.022837908419333128,-0.1207591447173215
-0.024918279645114557,-0.1233588939868463
-0.02693414490776204,-0.1215901643671648
-0.028887174998287836,-0.0965275332950887
-0.030779032540276245,-0.0202591245523378
-0.03261137198988355,0.0502193301946883
-0.03438583963583793,0.1160296664919993
-0.03610407359943946,0.0778505180934278
-0.03776772758614735,0.0319084344077272
-0.03937872324618909,0.0275980950609075
-0.04093915219926611,0.0436310234006398
-0.042451100866599395,0.0586108336983141
-0.04391664750198246,-0.0056211390215312
-0.045337862191780515,-0.1026263578079154
-0.04671680685493087,-0.2179903814998596
-0.04805553524294274,-0.3164326495107189
-0.0493560929398973,-0.3366313317325839
-0.05062051736244752,-0.3367597170583996
-0.05185115114928612,-0.352185727707315
-0.05305409366015044,-0.3380153250893988
-0.05423792413066878,-0.3336579021982963
-0.05541125783355423,-0.3890237772072343
-0.056582701874091895,-0.4810465179527218
-0.057760855190138655,-0.5571779571788629
-0.05895430855212327,-0.6296944482926798
-0.060171644563046765,-0.6345677506858678
-0.061421437658481945,-0.5855646132474682
